"","playerID","Full_name","position","Bats","Throws"
"6325","gelnajo01","John Richard Gelnar","Pitcher","Right","Right"
"6326","gelofza01","Zachary Dunn Gelof","Second Baseman","Right","Right"
"6327","geltzst01","Steven Andrew Geltz","Pitcher","Right","Right"
"6328","genewjo01","Joseph Edward Genewich","Pitcher","Right","Right"
"6329","geninfr01","C. Frank Genins","Outfielder, Shortstop and Third Baseman","Unknown","Right"
"6330","gennesc01","Ryan Joseph Gennett","Second Baseman","Left","Right"
"6331","gentiji01","James Edward Gentile","First Baseman","Left","Left"
"6332","gentrcr01","Craig Alan Gentry","Outfielder","Right","Right"
"6333","gentrga01","Gary Edward Gentry","Pitcher","Right","Right"
"6334","gentrru01","James Ruffus Gentry","Pitcher","Right","Right"
"6335","georgal01","Alex Thomas Michael George","Shortstop and Pinch Hitter","Left","Right"
"6336","georgbi01","William George","Pitcher and Rightfielder","Right","Left"
"6337","georgch01","Christopher Sean George","Pitcher","Right","Right"
"6338","georgch02","Christopher Coleman George","Pitcher","Left","Left"
"6339","georggr01","Charles Peter George","Catcher","Right","Right"
"6340","georgle01","Thomas Edward George","Pitcher","Left","Left"
"6341","georgos01","Oscar John Georgy","Pitcher","Right","Right"
"6342","geragbe01","Benjamin Raymond Geraghty","Shortstop, Second Baseman and Third Baseman","Right","Right"
"6343","gerarda01","David Frederick Gerard","Pitcher","Right","Right"
"6344","gerbecr01","Craig Stuart Gerber","Shortstop and Third Baseman","Left","Right"
"6345","gerbege01","George Alois Gerberman","Pitcher","Right","Right"
"6346","gerbejo01","Joseph Cliff Gerber","Pitcher","Right","Right"
"6347","gerbemi01","Michael Jeffrey Gerber","Outfielder","Left","Right"
"6348","gerbewa01","Walter Gerber","Shortstop","Right","Right"
"6349","gerenbo01","Robert Peter Geren","Catcher","Right","Right"
"6350","gerhajo01","John Joseph Gerhardt","Second Baseman, Third Baseman and First Baseman","Right","Right"
"6351","gerhake01","Harold Kenneth Gerhart","Outfielder","Right","Right"
"6352","gerharu01","Allen Russell Gerhardt","Pitcher","Both","Left"
"6353","gerheal01","Albert Gerheauser","Pitcher","Left","Left"
"6354","gerkege01","George Herbert Gerken","Outfielder","Right","Right"
"6355","gerkist01","Stephen Paul Gerkin","Pitcher","Right","Right"
"6356","gerlajo01","John Glenn Gerlach","Shortstop and Third Baseman","Right","Right"
"6357","germado01","Domingo Germán","Pitcher","Right","Right"
"6358","germaes01","Esteban Germán","Second Baseman, Third Baseman and Leftfielder","Right","Right"
"6359","germafr01","Franklyn Miguel Germán","Pitcher","Right","Right"
"6360","germafr02","Franklin Adolfo German","Pitcher","Right","Right"
"6361","germaju01","Justin William Germano","Pitcher","Right","Right"
"6362","germale01","Lester Stanley German","Pitcher and Third Baseman","Right","Right"
"6363","germego01","Gonzalez German Germen","Pitcher","Right","Right"
"6364","gernedi01","Richard Edward Gernert","First Baseman and Leftfielder","Right","Right"
"6365","gerneed01","Edwin Frederick Gerner","Pitcher","Left","Left"
"6366","geronce01","Cesar Francisco Gerónimo","Centerfielder","Left","Left"
"6367","gertelo01","Louis Wilhelm Gertenrich","Rightfielder and Pinch Hitter","Right","Right"
"6368","gerutjo01","Joseph Diego Gerut","Outfielder","Left","Left"
"6369","gervale01","Lucien Edward Gervais","Pitcher","Left","Left"
"6370","gervasa01","Samuel Gervacio","Pitcher","Right","Right"
"6371","gessldo01","Henry Homer Gessler","Rightfielder and First Baseman","Left","Left"
"6372","getteal01","Allen Jones Gettel","Pitcher","Right","Right"
"6373","gettiby01","Byron Earl Gettis","Outfielder","Right","Right"
"6374","gettich01","Charles Henry Gettig","Pitcher, Rightfielder and Second Baseman","Right","Unknown"
"6375","gettito01","Lewis Thomas Leyton Gettinger","Outfielder","Left","Left"
"6376","gettmja01","Jacob John Gettman","Rightfielder","Both","Left"
"6377","getzch01","Christopher Ryan Getz","Second Baseman","Left","Right"
"6378","getzgu01","Gustave Getz","Third Baseman, Second Baseman and Shortstop","Right","Right"
"6379","getzich01","Charles H. Getzien","Pitcher","Right","Right"
"6380","geyerru01","Jacob Bowman Geyer","Pitcher","Right","Right"
"6381","geygach01","James Edward Geygan","Shortstop and Third Baseman","Right","Right"
"6382","gharrpa01","Edward Patrick Gharrity","Catcher, First Baseman and Leftfielder","Right","Right"
"6383","ghelfto01","Anthony Paul Ghelfi","Pitcher","Right","Right"
"6384","giallbo01","Robert Paul Giallombardo","Pitcher","Left","Left"
"6385","giambja01","Jason Gilbert Giambi","First Baseman, Designated Hitter and Leftfielder","Left","Right"
"6386","giambje01","Jeremy Dean Giambi","Outfielder, Designated Hitter and First Baseman","Left","Left"
"6387","giambtr01","Trent Joseph Giambrone","Second Baseman and Pinch Hitter","Right","Right"
"6388","giannjo01","Joseph Francis Giannini","Shortstop","Left","Right"
"6389","giannra01","Raymond John Giannelli","Third Baseman, Pinch Hitter and First Baseman","Left","Right"
"6390","giardjo01","Joseph Oscar Giard","Pitcher","Left","Left"
"6391","giarrto01","Anthony James Giarratano","Shortstop","Both","Right"
"6392","giavojo01","Johnny Arthur Giavotella","Second Baseman","Right","Right"
"6393","gibauia01","Ian Philip Gibaut","Pitcher","Right","Right"
"6394","gibboja01","Jay Jonathan Gibbons","Rightfielder and First Baseman","Left","Left"
"6395","gibbojo01","Joseph Charles Gibbon","Pitcher","Right","Left"
"6396","gibbojo02","John Michael Gibbons","Catcher","Right","Right"
"6397","gibbsja01","Jerry Dean Gibbs","Catcher","Left","Right"
"6398","gibrast01","Stephan Benson Gibralter","Centerfielder and Pinch Hitter","Right","Right"
"6399","gibsobo01","Robert Gibson","Pitcher","Right","Right"
"6400","gibsobo02","Robert Louis Gibson","Pitcher","Right","Right"
"6401","gibsoch01","Charles Ellsworth Gibson","Catcher","Right","Right"
"6402","gibsoch02","Charles Griffin Gibson","Catcher","Right","Right"
"6403","gibsode01","Derrick Lamont Gibson","Outfielder","Right","Right"
"6404","gibsofr01","Frank Gilbert Gibson","Catcher, Pinch Hitter and First Baseman","Both","Right"
"6405","gibsoge01","George C. Gibson","Catcher","Right","Right"
"6406","gibsoki01","Kirk Harold Gibson","Outfielder","Left","Left"
"6407","gibsoky01","Kyle Benjamin Gibson","Pitcher","Right","Right"
"6408","gibsono01","Norwood Ringold Gibson","Pitcher","Right","Right"
"6409","gibsopa01","Paul Marshall Gibson","Pitcher","Right","Left"
"6410","gibsoro01","Robert Murray Gibson","Pitcher and Rightfielder","Right","Right"
"6411","gibsoru01","John Russell Gibson","Catcher","Right","Right"
"6412","gibsosa01","Samuel Braxton Gibson","Pitcher","Left","Right"
"6413","gickge01","George Edward Gick","Pitcher","Both","Right"
"6414","gideobr01","Byron Brett Gideon","Pitcher","Right","Right"
"6415","gideoji01","James Leslie Gideon","Pitcher","Right","Right"
"6416","giebefl01","Floyd George Giebell","Pitcher","Left","Right"
"6417","giebejo01","Joseph Henry Giebel","Catcher","Right","Right"
"6418","gielpa01","Paul Robert Giel","Pitcher","Right","Right"
"6419","gieseda01","Daniel Joshua Giese","Pitcher","Right","Right"
"6420","giggibo01","Robert Thomas Giggie","Pitcher","Right","Right"
"6421","gigonno01","Norman Phillip Gigon","Pinch Hitter, Second Baseman and Rightfielder","Right","Right"
"6422","gilbe01","Romar Benjamin Gil","Shortstop, Second Baseman and First Baseman","Right","Right"
"6423","gilbean01","Andrew Gilbert","Centerfielder","Right","Right"
"6424","gilbebi01","Alfred Gideon Gilbert","Pitcher","Unknown","Unknown"
"6425","gilbebi02","William Oliver Gilbert","Second Baseman and Shortstop","Right","Right"
"6426","gilbebu01","Drew Edward Gilbert","Rightfielder","Left","Right"
"6427","gilbech01","Charles Mader Gilbert","Outfielder and Pinch Hitter","Left","Left"
"6428","gilbeha01","Harry H. Gilbert","Second Baseman","Unknown","Unknown"
"6429","gilbeja01","John Robert Gilbert","Leftfielder","Left","Right"
"6430","gilbejo01","John G. Gilbert","Shortstop","Unknown","Unknown"
"6431","gilbejo02","Joe Dennis Gilbert","Pitcher","Right","Left"
"6432","gilbela01","Lawrence William Gilbert","Rightfielder and Pinch Hitter","Left","Left"
"6433","gilbelo01","Logan Keith Gilbert","Pitcher","Right","Right"
"6434","gilbema01","Mark David Gilbert","Centerfielder","Both","Right"
"6435","gilbepe01","Peter Gilbert","Third Baseman","Unknown","Right"
"6436","gilbesh01","Albert Shawn Gilbert","Pinch Runner, Outfielder and Pinch Hitter","Right","Right"
"6437","gilbeto01","Harold Joseph Gilbert","First Baseman","Left","Right"
"6438","gilbety01","Tyler Gregory Gilbert","Pitcher","Left","Left"
"6439","gilbewa01","Walter John Gilbert","Third Baseman","Right","Right"
"6440","gilbrbi01","William Freeman Gilbreth","Pitcher","Left","Left"
"6441","gilbrlu01","Lucas Grant Gilbreath","Pitcher","Left","Left"
"6442","gilbrro01","Rodney Joe Gilbreath","Second Baseman and Third Baseman","Right","Right"
"6443","giledo01","Donald Loren Gile","First Baseman and Catcher","Right","Right"
"6444","gilesbr01","Brian Jeffrey Giles","Second Baseman and Shortstop","Right","Right"
"6445","gilesbr02","Brian Stephen Giles","Outfielder","Left","Left"
"6446","gileske01","Kenneth Robert Giles","Pitcher","Right","Right"
"6447","gilesma01","Marcus William Giles","Second Baseman","Right","Right"
"6448","gilfija01","Jason Edward Gilfillan","Pitcher","Right","Right"
"6449","gilge01","Geronimo Gil","Catcher","Right","Right"
"6450","gilgu01","Tomas Gustavo Gil","Second Baseman, Pinch Hitter and Third Baseman","Right","Right"
"6451","gilhage01","George Lewis Gilham","Pinch Hitter and Catcher","Right","Right"
"6452","gilhofr01","Frank Patrick Gilhooley","Rightfielder","Left","Right"
"6453","gilje01","Jerry Bienvenido Gil","Shortstop","Right","Right"
"6454","gilkebe01","Otis Bernard Gilkey","Leftfielder","Right","Right"
"6455","gilksbo01","Robert James Gilks","Leftfielder, Third Baseman and Pitcher","Right","Right"
"6456","gillaco01","Conor Michael Gillaspie","Third Baseman, Pinch Hitter and First Baseman","Left","Right"
"6457","gillalo01","Logan Craig Gillaspie","Pitcher","Right","Right"
"6458","gillebo01","Robert William Gillespie","Pitcher","Right","Right"
"6459","gilleca01","Carden Edison Gillenwater","Centerfielder","Right","Right"
"6460","gillecl01","Claral Lewis Gillenwater","Pitcher","Right","Right"
"6461","gilleco01","Cole Braden Gillespie","Outfielder and Pinch Hitter","Right","Right"
"6462","gilled01","Edward James Gill","Pitcher","Left","Right"
"6463","gillejo01","John Patrick Gillespie","Pitcher","Right","Right"
"6464","gillepa01","Paul Allen Gillespie","Catcher and Pinch Hitter","Left","Right"
"6465","gillepe01","Peter Patrick Gillespie","Leftfielder","Left","Right"
"6466","gillesa01","Samuel Gillen","Shortstop and Third Baseman","Unknown","Unknown"
"6467","gilleto01","Thomas J. Gillen","Catcher and Outfielder","Unknown","Unknown"
"6468","gilleto02","Thomas Bradford Gilles","Pitcher","Right","Right"
"6469","gillge01","George Lloyd Gill","Pitcher","Right","Right"
"6470","gillha01","Harold Edward Gill","Pitcher","Left","Left"
"6471","gilliba01","Andrew Bernard Gilligan","Catcher, Outfielder and Shortstop","Right","Right"
"6472","gilligr01","Grant Gillis","Second Baseman, Shortstop and Third Baseman","Right","Right"
"6473","gillija01","John Patrick Gilligan","Pitcher","Both","Right"
"6474","gilliji01","James William Gilliam","Second Baseman, Third Baseman and Leftfielder","Both","Right"
"6475","gillipa01","Paul Gant Gilliford","Pitcher","Right","Left"
"6476","gilljo01","John Wesley Gill","Outfielder and Pinch Hitter","Left","Right"
"6477","gillpge01","George Fred Gillpatrick","Pitcher","Right","Right"
"6478","gillu01","Luis Angel Gil","Pitcher","Right","Right"
"6479","gillwa01","Warren Darst Gill","First Baseman","Right","Right"
"6480","gilmaji01","James Joseph Gilman","Third Baseman","Unknown","Right"
"6481","gilmapi01","Pitkin Clark Gilman","Leftfielder","Left","Left"
"6482","gilmase01","Sean Patrick Gilmartin","Pitcher","Left","Left"
"6483","gilmofr01","Franklin T. Gilmore","Pitcher","Right","Right"
"6484","gilmoji01","Thomas Gilmore","Catcher, Rightfielder and Third Baseman","Unknown","Unknown"
"6485","gilmole01","Leonard Preston Gilmore","Pitcher","Right","Right"
"6486","gilro01","Henry Engard Gilroy","Catcher and Rightfielder","Unknown","Unknown"
"6487","gilrojo01","John N. Gilroy","Pitcher, Leftfielder and Third Baseman","Unknown","Unknown"
"6488","gilsoha01","Harold Gilson","Pitcher","Right","Left"
"6489","gimenan01","Andrés Alfonso Giménez","Second Baseman and Shortstop","Left","Right"
"6490","gimench01","Christopher Paul Gimenez","Catcher, First Baseman and Leftfielder","Right","Right"
"6491","gimenhe01","Hector C. Giménez","Catcher, Pinch Hitter and Outfielder","Both","Right"
"6492","gindlca01","Caleb Charles Gindl","Leftfielder and Pinch Hitter","Left","Left"
"6493","gingbi01","William Joseph Ging","Pitcher","Right","Right"
"6494","ginkeke01","Kevin Andrew Ginkel","Pitcher","Left","Right"
"6495","ginnti01","Tinsley Rucker Ginn","Outfielder","Left","Right"
"6496","ginsbjo01","Myron Nathan Ginsberg","Catcher","Left","Right"
"6497","ginteke01","Keith Michael Ginter","Second Baseman and Third Baseman","Right","Right"
"6498","gintema01","Matthew Shane Ginter","Pitcher","Right","Right"
"6499","giolilu01","Lucas Frost Giolito","Pitcher","Right","Right"
"6500","gionfal01","Albert Francis Gionfriddo","Outfielder and Pinch Hitter","Left","Left"
"6501","giordto01","Thomas Arthur Giordano","Second Baseman","Right","Right"
"6502","giovaed01","Edward Thomas Giovanola","Third Baseman, Second Baseman and Pinch Hitter","Left","Right"
"6503","gipsoch01","Charles Wells Gipson","Outfielder, Pinch Runner and Third Baseman","Right","Right"
"6504","girarch01","Charles August Girard","Pitcher","Right","Right"
"6505","girarjo01","Joseph Elliott Girardi","Catcher","Right","Right"
"6506","girodch01","Chad Alan Girodo","Pitcher","Left","Left"
"6507","gissech01","Christopher Odell Gissell","Pitcher","Right","Right"
"6508","gittech01","Christopher Ryan Gittens","First Baseman and Pinch Hitter","Right","Right"
"6509","giulito01","Angelo John Giuliani","Catcher","Right","Right"
"6510","giustda01","David John Giusti","Pitcher","Right","Right"
"6511","givenbr01","Brian Allen Givens","Pitcher","Right","Left"
"6512","givenmy01","Mychal Antonio Givens","Pitcher","Right","Right"
"6513","gladdda01","Clinton Daniel Gladden","Leftfielder","Right","Right"
"6514","gladdfr01","Fred Earl Gladding","Pitcher","Left","Right"
"6515","gladdji01","James Walter Gladd","Catcher","Right","Right"
"6516","gladefr01","Frederick Monroe Glade","Pitcher","Right","Right"
"6517","gladmbu01","James Henry Gladmon","Third Baseman","Unknown","Unknown"
"6518","gladuro01","Joseph Albert Rolland Edouard Gladu","Third Baseman and Leftfielder","Left","Right"
"6519","glaisjo01","John Burke Glaiser","Pitcher","Left","Right"
"6520","glanvdo01","Douglas Metunwa Glanville","Centerfielder","Right","Right"
"6521","glaseno01","Norman Matthew Glaser","Pitcher","Right","Right"
"6522","glasnty01","Tyler Allen Glasnow","Pitcher","Left","Right"
"6523","glassja01","John Wesley Glasscock","Shortstop and Second Baseman","Right","Right"
"6524","glassto01","Thomas Joseph Glass","Pitcher","Right","Right"
"6525","glaubke01","Keith Harris Glauber","Pitcher","Right","Right"
"6526","glaustr01","Troy Edward Glaus","Third Baseman and First Baseman","Right","Right"
"6527","glavelu01","Luke Frank Glavenich","Pitcher","Right","Right"
"6528","glavimi01","Michael Patrick Glavine","Pinch Hitter and First Baseman","Left","Left"
"6529","glavito01","Thomas Giatano Glaviano","Third Baseman, Second Baseman and Centerfielder","Right","Right"
"6530","glavito02","Thomas Michael Glavine","Pitcher","Left","Left"
"6531","glazera01","Daniel Ralph Glaze","Pitcher","Right","Right"
"6532","glaznwh01","Charles Franklin Glazner","Pitcher","Right","Right"
"6533","gleasbi03","William Patrick Gleason","Second Baseman","Right","Right"
"6534","gleasha01","Harry Gilbert Gleason","Third Baseman, Outfielder and Shortstop","Right","Right"
"6535","gleasja01","John Day Gleason","Third Baseman and Outfielder","Right","Right"
"6536","gleasjo01","Joseph Paul Gleason","Pitcher","Right","Right"
"6537","gleaski01","William J. Gleason","Second Baseman and Pitcher","Both","Right"
"6538","gleatje01","Jerry Don Gleaton","Pitcher","Left","Left"
"6539","gleesji01","James Joseph Gleeson","Outfielder","Both","Right"
"6540","gleicfr01","Frank Elmer Gleich","Outfielder and Pinch Hitter","Left","Right"
"6541","glenabo01","Robert Joseph Glenalvin","Second Baseman","Both","Right"
"6542","glendma01","Martin James Glendon","Pitcher","Right","Right"
"6543","glennbo01","Burdette Glenn","Pitcher","Right","Right"
"6544","glennbr01","Bradley Edward Glenn","Rightfielder","Right","Right"
"6545","glenned01","Edward C. Glenn","Leftfielder","Right","Right"
"6546","glenned02","Edward D. Glenn","Shortstop","Right","Right"
"6547","glennha01","Harry Melville Glenn","Catcher","Left","Right"
"6548","glennjo01","John W. Glenn","Leftfielder and First Baseman","Right","Right"
"6549","glennjo02","Joseph Charles Glenn","Catcher","Right","Right"
"6550","glennjo03","John Glenn","Outfielder","Right","Right"
"6551","gliatsa01","Salvador Michael Gliatto","Pitcher","Both","Right"
"6552","glinage01","George Glinatsis","Pitcher","Right","Right"
"6553","gloadro01","Ross Peter Gload","First Baseman, Pinch Hitter and Outfielder","Left","Left"
"6554","glockno01","Norman Stanley Glockson","Catcher and Pinch Hitter","Right","Right"
"6555","glossal01","Alban Glossop","Second Baseman, Third Baseman and Shortstop","Both","Right"
"6556","glovega01","John Gary Glover","Pitcher","Right","Right"
"6557","gloveko01","Koda James Glover","Pitcher","Right","Right"
"6558","glynnbi01","William Vincent Glynn","First Baseman","Left","Left"
"6559","glynned01","Edward Paul Glynn","Pitcher","Right","Left"
"6560","glynnry01","Ryan David Glynn","Pitcher","Right","Right"
"6561","goarjo01","Joshua Mercer Goar","Pitcher","Right","Right"
"6562","gobblji01","Billy James Gobble","Pitcher","Left","Left"
"6563","gochnjo01","John Peter Gochnaur","Shortstop","Right","Right"
"6564","godarjo01","John Michael Godar","Rightfielder","Right","Right"
"6565","godbyda01","Danny Ray Godby","Pinch Hitter and Outfielder","Right","Right"
"6566","goddajo01","Joseph Harold Goddard","Catcher","Right","Right"
"6567","godfrgr01","Graham Hunter Godfrey","Pitcher","Right","Right"
"6568","godleza01","Zachary Thomas Godley","Pitcher","Right","Right"
"6569","godoyjo01","José Alberto Godoy","Catcher","Left","Right"
"6570","godwijo01","John Henry Godwin","Third Baseman, Outfielder and Shortstop","Right","Right"
"6571","goebbja01","Jacob Dwayne Goebbert","Pinch Hitter, First Baseman and Leftfielder","Left","Left"
"6572","goebeed01","Wilbur Edwin Goebel","Pinch Hitter and Rightfielder","Right","Right"
"6573","goeckbi01","William John Goeckel","First Baseman","Right","Left"
"6574","goedder01","Erik Van Norman Goeddel","Pitcher","Right","Right"
"6575","goeddty01","Tyler David Goeddel","Leftfielder","Right","Right"
"6576","goetzjo01","John Hardy Goetz","Pitcher","Right","Right"
"6577","goffje01","Jerry Leroy Goff","Catcher","Left","Right"
"6578","goforda01","David Paul Goforth","Pitcher","Right","Right"
"6579","goggich01","Charles Francis Goggin","Pinch Hitter, Second Baseman and Leftfielder","Both","Right"
"6580","gogolbi01","William Joseph Gogolewski","Pitcher","Left","Right"
"6581","goharlu01","Luiz Henrique Gohara","Pitcher","Left","Left"
"6582","gohrgr01","Gregory James Gohr","Pitcher","Right","Right"
"6583","goinsry01","Ryan Matthew Goins","Second Baseman, Shortstop and Third Baseman","Left","Right"
"6584","goldbbr01","Bradley Andrew Goldberg","Pitcher","Right","Right"
"6585","goldeji01","James Edward Golden","Pitcher","Left","Right"
"6586","goldemi01","Michael Henry Golden","Outfielder and Pitcher","Right","Right"
"6587","goldero01","Roy Kramer Golden","Pitcher","Right","Right"
"6588","goldmjo01","Jonah John Goldman","Shortstop and Third Baseman","Right","Right"
"6589","goldsfr01","Fredrick Ernest Goldsmith","Pitcher, Outfielder and First Baseman","Right","Right"
"6590","goldsgo01","Gordon Frederick Goldsberry","First Baseman and Pinch Hitter","Left","Left"
"6591","goldsha01","Harold Eugene Goldsmith","Pitcher","Right","Right"
"6592","goldsiz01","Isidore Goldstein","Pitcher","Both","Right"
"6593","goldslo01","Leslie Elmer Goldstein","Pinch Hitter and First Baseman","Left","Left"
"6594","goldspa01","Paul Edward Goldschmidt","First Baseman","Right","Right"
"6595","goldswa01","Warren M. Goldsmith","Third Baseman, Shortstop and Second Baseman","Unknown","Unknown"
"6596","goldswa02","Walton Hugh Goldsby","Outfielder","Left","Unknown"
"6597","goldypu01","Purnal William Goldy","Rightfielder and Pinch Hitter","Right","Right"
"6598","goliami01","Michael Mitchell Goliat","Second Baseman","Right","Right"
"6599","golsogr01","Gregory Joseph Golson","Outfielder","Right","Right"
"6600","goltzda01","David Allan Goltz","Pitcher","Right","Right"
"6601","golviwa01","Walter George Golvin","First Baseman","Left","Left"
"6602","gombeau01","Austin Zachary Gomber","Pitcher","Left","Left"
"6603","gomesbr01","Brandon Paul Gomes","Pitcher","Right","Right"
"6604","gomesjo01","Jonathan Johnson Gomes","Leftfielder and Designated Hitter","Right","Right"
"6605","gomeswa01","Wayne Maurice Gomes","Pitcher","Right","Right"
"6606","gomesya01","Yan Gomes","Catcher","Right","Right"
"6607","gomezal01","Alexis de Jesus Gómez","Outfielder","Left","Left"
"6608","gomezca01","Carlos Argelis Gómez","Centerfielder","Right","Right"
"6609","gomezch01","José Luis Gómez","Second Baseman and Shortstop","Right","Right"
"6610","gomezch02","Christopher Cory Gomez","Shortstop, Second Baseman and First Baseman","Right","Right"
"6611","gomezhe01","Héctor Alexis Gómez","Second Baseman, Pinch Hitter and Third Baseman","Right","Right"
"6612","gomezje01","Jeanmar Alejandro Gómez","Pitcher","Right","Right"
"6613","gomezle01","Vernon Louis Gomez","Pitcher","Left","Left"
"6614","gomezle02","Leonardo Gómez","Third Baseman","Right","Right"
"6615","gomezlu01","Luis Gómez","Shortstop, Second Baseman and Third Baseman","Right","Right"
"6616","gomezma01","Mauro Alexis Gómez","First Baseman, Pinch Hitter and Third Baseman","Right","Right"
"6617","gomezmi01","Miguel Angel Gómez","Pinch Hitter and Second Baseman","Both","Right"
"6618","gomezpa01","Patrick Alexander Gomez","Pitcher","Left","Left"
"6619","gomezpr01","Preston Gómez","Pinch Runner, Shortstop and Second Baseman","Right","Right"
"6620","gomezra01","Randell Scott Gomez","Catcher","Right","Right"
"6621","gomezro01","Roberto Ezequiel Gómez","Pitcher","Right","Right"
"6622","gomezru01","Ruben Gómez","Pitcher","Right","Right"
"6623","gondeje01","Jesse Lemar Gonder","Catcher and Pinch Hitter","Left","Right"
"6624","gonsast01","Stephen William Gonsalves","Pitcher","Left","Left"
"6625","gonsoto01","Anthony D. Gonsolin","Pitcher","Right","Right"
"6626","gonzaad01","Adrián Sabin González","First Baseman","Left","Left"
"6627","gonzaal01","Alexander Scott Gonzalez","Shortstop and Third Baseman","Right","Right"
"6628","gonzaal02","Alexander González","Shortstop","Right","Right"
"6629","gonzaal03","Alberto Ramon González","Second Baseman, Shortstop and Third Baseman","Right","Right"
"6630","gonzaal04","Alfredo Rene González","Catcher","Right","Right"
"6631","gonzaan01","Angel Manuel González","Outfielder, Third Baseman and First Baseman","Right","Right"
"6632","gonzaca01","Carlos Eduardo González","Outfielder","Left","Left"
"6633","gonzach01","Alexander González","Pitcher","Right","Right"
"6634","gonzada01","Daniel David Gonzales","Pinch Hitter and Rightfielder","Left","Right"
"6635","gonzade01","Denio Mariano González","Third Baseman, Shortstop and Leftfielder","Right","Right"
"6636","gonzadi01","Dicky Angel González","Pitcher","Right","Right"
"6637","gonzaed01","Edgar Gerardo González","Pitcher","Right","Right"
"6638","gonzaed02","Edgar Victor Gonzalez","Second Baseman, Pinch Hitter and Rightfielder","Right","Right"
"6639","gonzaen01","Enrique Cesar González","Pitcher","Right","Right"
"6640","gonzaer01","Erik González","Shortstop, Third Baseman and Second Baseman","Right","Right"
"6641","gonzaeu01","Eusebio Miguel González","Shortstop and Third Baseman","Right","Right"
"6642","gonzafe01","Jose Fernando González","Second Baseman, Third Baseman and Leftfielder","Right","Right"
"6643","gonzaga02","Gabriel Gonzalez","Pitcher","Both","Left"
"6644","gonzage01","German Jose González","Pitcher","Right","Right"
"6645","gonzagi01","Giovany Aramis Gonzalez","Pitcher","Right","Left"
"6646","gonzaje01","Geremis Segundo González","Pitcher","Right","Right"
"6647","gonzajo01","Joe Madrid Gonzales","Pitcher","Right","Right"
"6648","gonzajo02","Jose Rafael González","Outfielder","Right","Right"
"6649","gonzaju01","Julio Enrique González","Pitcher","Right","Right"
"6650","gonzaju02","Julio Cesar González","Second Baseman, Shortstop and Third Baseman","Right","Right"
"6651","gonzaju03","Juan Alberto González","Outfielder","Right","Right"
"6652","gonzala01","Lawrence Christopher Gonzales","Catcher","Right","Right"
"6653","gonzala02","Lariel Alfonso González","Pitcher","Right","Right"
"6654","gonzalu01","Luis Emilio Gonzalez","Leftfielder","Left","Right"
"6655","gonzalu02","Luis Alberto González","Second Baseman, Outfielder and Third Baseman","Right","Right"
"6656","gonzalu03","Luis Fernando González","Rightfielder and Pitcher","Left","Left"
"6657","gonzama01","Marwin Javier Gonzalez","Shortstop, Leftfielder and First Baseman","Both","Right"
"6658","gonzama02","Marco Elias Gonzales","Pitcher","Left","Left"
"6659","gonzame01","Merandy González","Pitcher","Right","Right"
"6660","gonzami01","Miguel Angel González","Catcher and First Baseman","Right","Right"
"6661","gonzami02","Michael Vela Gonzalez","Pitcher","Right","Left"
"6662","gonzami03","Miguel Angel González","Pitcher","Right","Right"
"6663","gonzami04","Miguel Antonio González","Catcher","Right","Right"
"6664","gonzami05","Miguel Alfredo González","Pitcher","Right","Right"
"6665","gonzani01","Nicholas Joseph Gonzales","Second Baseman and Shortstop","Right","Right"
"6666","gonzaor01","Orlando Eugene González","First Baseman, Pinch Hitter and Outfielder","Left","Left"
"6667","gonzaos01","Oscar Luis Gonzalez","Rightfielder","Right","Right"
"6668","gonzape01","Pedro González","Second Baseman, First Baseman and Rightfielder","Right","Right"
"6669","gonzara01","Victor Raul González","Outfielder and Pinch Hitter","Right","Right"
"6670","gonzare01","Rene Adrian Gonzales","Third Baseman, Second Baseman and Shortstop","Right","Right"
"6671","gonzaro01","Roman Alexander González","Second Baseman, Outfielder and Shortstop","Right","Right"
"6672","gonzase01","Severino Yunier González","Pitcher","Right","Right"
"6673","gonzato01","Andres Antonio González","Outfielder","Left","Right"
"6674","gonzavi01","Wenceslao Gonzales","Pitcher","Left","Left"
"6675","gonzavi02","Victor Aaron González","Pitcher","Left","Left"
"6676","gonzawi01","Wiklenman Vicente González","Catcher","Right","Right"
"6677","goochch01","Charles Furman Gooch","Pinch Hitter, First Baseman and Third Baseman","Right","Right"
"6678","goochjo01","John Beverley Gooch","Catcher","Both","Right"
"6679","goochle01","Lee Currin Gooch","Rightfielder","Right","Right"
"6680","goodan01","Andrew Richard Good","Pitcher","Right","Right"
"6681","goodebi01","William B. Goodenough","Centerfielder","Left","Unknown"
"6682","goodedw01","Dwight Eugene Gooden","Pitcher","Right","Right"
"6683","goodejo01","John Henry William Goodell","Pitcher","Right","Left"
"6684","goodge01","Eugene Joseph Good","Leftfielder","Left","Right"
"6685","goodmbi01","William Dale Goodman","Second Baseman, First Baseman and Third Baseman","Left","Right"
"6686","goodmiv01","Ival Richard Goodman","Rightfielder","Left","Right"
"6687","goodmja01","Jacob Goodman","First Baseman","Unknown","Unknown"
"6688","goodra01","Ralph Nelson Good","Pitcher","Right","Right"
"6689","goodrni01","Cartier Niko Goodrum","Shortstop, Second Baseman and Outfielder","Both","Right"
"6690","goodsed01","James Edward Goodson","Pinch Hitter, First Baseman and Third Baseman","Left","Right"
"6691","goodwar01","Arthur Ingram Goodwin","Pitcher","Unknown","Right"
